Path,Class,Keyterms
'../Image Data/Paintings/training/Warli/p185.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p27.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p218.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p33.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p32.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p219.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p26.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p184.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p190.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p147.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p153.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p179.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p145.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p151.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p186.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p192.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p30.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p24.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p18.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p19.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p25.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p31.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p193.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p187.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p150.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p144.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p178.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p140.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p154.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p168.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p183.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p197.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p35.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p21.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p20.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p34.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p196.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p182.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p169.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p155.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p141.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p157.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p143.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p194.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p180.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p22.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p36.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p209.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p208.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p37.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p23.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p181.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p195.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p142.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Warli/p156.jpg','Warli',"['art', 'tribal', 'maharashtra', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p173.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p167.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p198.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p12.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p205.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p211.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p210.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p204.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p13.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p199.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p166.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p172.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p158.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p164.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p170.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p11.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p212.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p39.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p206.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p207.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p38.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p213.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p10.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p171.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p165.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p159.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p161.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p175.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p149.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p28.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p217.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p203.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p14.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p15.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p202.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p216.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p29.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p148.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p174.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p160.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p176.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p162.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p189.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p200.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p214.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p17.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p16.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p215.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p201.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p188.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p163.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p177.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p138.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p110.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p104.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p65.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p71.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p59.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p58.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p70.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p64.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p105.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p111.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p139.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p107.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p113.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p9.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p72.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p66.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p99.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p98.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p67.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p73.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p8.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p112.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p106.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p102.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p116.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p77.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p63.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p88.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p89.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p62.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p76.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p117.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p103.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p115.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p101.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p129.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p48.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p60.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p74.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p75.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p61.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p49.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p128.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p100.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p114.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p119.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p131.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p125.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p3.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p44.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p50.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p78.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p87.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p93.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p92.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p86.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p79.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p51.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p45.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p2.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p124.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p130.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p118.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p126.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p132.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p53.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p47.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p90.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p84.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p85.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p91.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p46.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p52.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p1.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p133.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p127.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p123.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p137.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p5.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p56.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p42.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p95.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p81.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p80.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p94.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p43.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p57.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p4.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p136.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p122.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p134.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p120.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p108.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p6.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p69.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p41.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p55.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p82.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p96.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p97.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p83.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p54.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p40.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p68.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p7.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
'../Image Data/Paintings/training/Kalamkari/p109.jpg','Kalamkari',"['art', 'textile', 'andhra pradesh', 'painting', 'traditional']"
